station_name,station_full_name,station_zone,station_address
SFA,SUNEHRA,NR,"Sunera, Madhya Pradesh, India"
SFC,SAINTALA,ECOR,"Saintala, Orissa, India"
SFDE,SAFIDON,NR,"Safidon, Haryana, India"
SFE,SANODIYA,NWR,"Sandy Ct, Indio, CA 92201, USA"
SFG,SUBEDARGANJ,NCR,"Raja Jagmal Ka Hata, Subedarganj, Rail.."
SFH,SAFEDABAD,NR,India
SFK,SIKIR,ECOR,"Balangir, Orissa, India"
SFM,SUNAM,NR,"Sunam, Punjab, India"
SFMU,SUNAM UDHAM SINGH,NR,"Balmiki Basti, Sunam, Punjab 148028, I.."
SFNR,SAIFEE NAGAR H,WR,"Saifee Nagar Railway Station, Nandanva.."
SFPR,SAFIPUR,NR,"Safipur, Uttar Pradesh, India"
SFR,SAFRAI,NFR,"Lion Safari, Kishanbagh, Hyderabad, An.."
SFW,SARANGPUR,WCR,"Sarangpur, Madhya Pradesh, India"
SFX,SAFILGUDA,SCR,"Safilguda Bus stop, Malkajgiri, Secund.."
SFY,SHAJAPUR,WCR,"Shajapur, Madhya Pradesh, India"
SFZ,SINDURIA KACHARI,WCR,India
SG,SHAHGARH,NER,"Shahgarh, Madhya Pradesh, India"
SGA,SHERGARH,NWR,"Shergarh, Uttar Pradesh, India"
SGAC,SOGARIA,WCR,"Mahaveer Colony, Railway Station Area,.."
SGAM,SAREIGRAM,WCR,"Sarai, Madhya Pradesh 486886, India"
SGBA,SIR GURUDASS BANERJEE H,ER,"Narkeldanga Main Rd, Phool Bagan, Bele.."
SGBJ,SURGAON BANJARI,WCR,"Sunshine Hospital, Ramgopalpet, Secund.."
SGC,SAONGI,SECR,"Balaghat, Madhya Pradesh, India"
SGD,SONGADH,WR,"Bhavnagar, Gujarat, India"
SGDM,SIGADAM,ECOR,"Sigadam, Andhra Pradesh, India"
SGDN,SANGALDAN,NR,"Sangaldan, Forest Block, 182144"
SGDP,SAGADAPATA,ECOR,"Sagadapata, Harichandanpur-Telkoi Rese.."
SGE,SANKARIDURG,SR,"Sankaridurg, Tamil Nadu 637 302, India"
SGF,SANGAT,NWR,"Sangat, Punjab, India"
SGG,SULTANGANJ,ER,"Sultanganj, Bihar, India"
SGJ,SAFDARGANJ,NR,"Barabanki, Uttar Pradesh, India"
SGKM,SRUNGAVRUKSHAM,SCR,"Srungavruksham, Andhra Pradesh, India"
SGL,SAGAULI JN,ECR,"Sugauli, Bihar, India"
SGLA,SANGOLA,CR,"Solapur, Maharashtra, India"
SGLM,SENGULAM,SR,"Sengulam, Tamil Nadu, India"
SGM,SOLAGAMPATTI,SR,"Solagampatti, Tamil Nadu, India"
SGND,SHRIGONDA ROAD,CR,"Shrigonda Road Railway Station, Mahara.."
SGNL,SANGANAL,SWR,"Sanganahala, Karnataka, India"
SGNR,SHRI GANGANAGAR,NWR,"Sri Ganganagar Junction, Sri Ganganaga.."
SGO,SAUGOR,WCR,"Sagar Cantt., Sagar, Madhya Pradesh, I.."
SGP,SOHAGPUR,WCR,"Sohagpur, Madhya Pradesh, India"
SGPA,SUGAPAHARI HALT,ER,
SGR,SANGMESHWAR,KR,"Sangameshwar, Maharashtra, India"
SGRA,SANGARIA,NWR,"Sangariya Railway Station, Sangariya, .."
SGRD,SARAGAON ROAD,SECR,"Janjgir-Champa, Chhattisgarh, India"
SGRE,SULGARE,CR,"Maharashtra, India"
SGRL,SINGRAULI,ECR,"Singrauli, Madhya Pradesh, India"
SGRM,SINGARAM,ECOR,"Singaram, Andhra Pradesh, India"
SGRP,SINGHIRAMPUR H,NER,"Singapur, Karnataka, India"
SGRR,SANGAR,NR,"Sangar, Jammu and Kashmir"
SGS,SHOGHI,NR,"Shimla, Himachal Pradesh, India"
SGUD,SILIGURI,NFR,"Siliguri Junction, Hill Cart Road, Sil.."
SGUJ,SILIGURI JN,NFR,"Siliguri Junction, Hill Cart Road, Sil.."
SGUT,SILIGURU TOWN,NFR,"Siliguri, West Bengal, India"
SGV,SARAGCHNI,ER,"Sargachhi, West Bengal, India"
SGW,SINGWAL,NWR,"Ajmer, Rajasthan, India"
SGYW,SINGRIYAWAN H,ECR,"SH 4, Bihar 803201, India"
SGZ,SHAMGARH,WCR,"Shamgarh, Madhya Pradesh, India"
SHAD,SHAHAD,CR,"Shahad, Ulhasnagar, Maharashtra, India"
SHAN,SRINIVASA NAGAR H,SCR,"Srinivasa Nagar, Proddutur, Andhra Pra.."
SHBA,SAHEBTALA H,ER,"Sahebtala, West Bengal, India"
SHBC,SIBAICHANDI,ER,"Sibaichandi, West Bengal"
SHBL,SHIBLUN H,ER,"Ambalgram, West Bengal 713140, India"
SHC,SAHARSA JN,ECR,"Saharsa, Bihar, India"
SHDM,SHAHBAD MARKNDA,NR,"Shahabad Markanda, Haryana, India"
SHDR,SHADHORAGAON,WCR,"Ashoknagar, Madhya Pradesh, India"
SHE,SEORAPHULI,ER,"Seoraphuli, Serampore, Baidyabati, Wes.."
SHEO,SHISHO H,ECR,"Shisho Deeh, Bihar, India"
SHER,SHER H,NER,"Bihar 841407, India"
SHF,SHIRUD,CR,"Shirud, Maharashtra, India"
SHG,SHAHGANJ JN,NR,"Shahganj Jn, Nawab Yousuf Rd, Shahganj.."
SHGN,SHRI GHASI NAGAR,NCR,"Dausa, Rajasthan, India"
SHH,SHAPUR JN,WR,"Junagadh, Gujarat, India"
SHHT,SINGHAUL HALT,ECR,
SHI,SINGANALLUR,SR,"Singanallur, Tamil Nadu, India"
SHIH,SARHARI HALT,NER,"Paterha - Bhagwanpur Rd, Sadiha, Bihar.."
SHIT,SALHAITOLA,SECR,"Dondi, Chhattisgarh 491228, India"
SHIV,SHINDAWANE,CR,"Shindewadi, Maharashtra, India"
SHJ,SAHASPUR ROAD PH,SER,"Bankura, West Bengal, India"
SHJP,SAHAJIPUR H,NR,"Uttar Pradesh, India"
SHK,SHEIKHPURA JN,ECR,"Sheikhpura, Bihar, India"
SHKL,SHANKRUL PH,SER,"Bankura, West Bengal, India"
SHKY,SAHARSA KACHERI H,ECR,"Saharsa, Bihar, India"
SHLK,SHOLAKA,NCR,"Sholaka Station, Haryana, India"
SHLT,SHALASHAH THANA,NWR,"Thane, Maharashtra, India"
SHLU,SHELU,CR,"Raigad, Maharashtra, India"
SHLV,SELAVI,WR,"Gorad Bus Stop, State Highway 216, Guj.."
SHM,SHALIMAR,SER,"Shalimar Railway Freight Yard, Shalima.."
SHMI,SHIROOR,KR,"Shirur, Maharashtra, India"
SHMR,SHYAMSUNDAR PH,SER,"Bardhaman, West Bengal, India"
SHN,SUCHAN KOTLI,NWR,"Jodhka Road, Suchan, Haryana, India"
SHNG,SHIVNAGAR,NR,India
SHNR,SHADNAGAR,SCR,"Bangalore-Hyderabad Highway, Andhra Pr.."
SHNX,SHEO SINGH PURA,NWR,"Begus - Kalwar Road, Rajasthan, India"
SHR,SIHORA ROAD,WCR,"Jabalpur, Madhya Pradesh, India"
SHRG,SHRI RAMGARH,NWR,"MDR 103, Rajasthan, India"
SHRM,SHARMA H,NR,"Hardoi, Uttar Pradesh, India"
SHRN,SANT HIRDARAM NAGAR,WCR,"Hemu Kalani, Bairagarh, Bhopal, Madhya.."
SHSK,SAHARSRAKUND,SCR,"Nanded, Maharashtra, India"
SHT,SAHARI H,ECR,"Barh-Sahari-Sarmera Rd, Sahari Village.."
SHTS,SAMBAHAL HATIM SARAI,NR,"Sambhal, Uttar Pradesh, India"
SHTT,SILGHAT TOWN,NFR,"Silghat, Assam, India"
SHU,SHOLINGHUR,SR,"Banavarm, Tamil Nadu, India"
SHV,SHIVANI,SWR,"Chitradurga, Karnataka, India"
SHW,SAMHON,NCR,"Etawah, Uttar Pradesh, India"
SHWL,SAHUWALA,NWR,"Sahuwala, Haryana, India"
SHX,SHUKARULLAHPUR H,NER,"Shakrullapur, Punjab, India"
SHYP,SAKHARAYAPATNA,SWR,
SHZ,SUMMER HILL,NR,"Boileauganj, Shimla, Himachal Pradesh,.."
SI,SONAILI,NFR,"Sonai, Maharashtra, India"
SIA,SHIVALAKHA,WR,"Shivalik, New Delhi, Delhi, India"
SIBR,SHRIBAR,NFR,"Lalang Pt I, Assam, India"
SIC,SONIK,NR,"Uttar Pradesh, India"
SICY,SAHEED ISHWAR CHOWDHARY H,ECR,"Gaya, Bihar, India"
SID,SIDDHPUR,WR,"Siddhpur, Gujarat, India"
SIDG,SIDDAPUR GRAMA,SWR,"Bargur Road, Siddapur, PIN - 583282, D.."
SIE,SIDDAMPALLI,SCR,"Minnampalli, Tamil Nadu, India"
SIF,SIRLI,SCR,"Sirli, Maharashtra, India"
SIGA,SHANTIGRAMA,SWR,"Shanti Grama, Karnataka 573220, India"
SIHI,SHIHORI,WR,"Umbri, Gujarat 385550, India"
SIHO,SIHO,ECR,"Siho Railway Station, Siho, Bihar, India"
SIHT,SAMELI HALT,ECR,"Basuhar, Bihar, India"
SII,SITIMANI,SWR,"Sitimani Station, Karnataka, India"
SIJU,SIJU,ECOR,"Siju, Dist- Jagatsinghpur, PIN - 75414.."
SIKD,SIKRODA KWANRI,NCR,"Morena, Madhya Pradesh, India"
SIKI,SULIKERI,SWR,"Karnataka 587205, India"
SIKR,SIKAR JN,NWR,"Sikar Railway Station, Sikar, Rajastha.."
SIL,SAKHI GOPAL,ECOR,"Sakhigopal, Odisha, India"
SILO,SILAO,ECR,"Silao Railway Station, Bihar, India"
SILR,SILARI,NWR,"Solari Hill, Odisha"
SIM,SHRI AMIRGADH,NWR,"Banaskantha, Gujarat, India"
SIMR,SRIRAMPUR P.H.,SER,"Mathuraberia, West Bengal 722207, India"
SIN,SION,CR,"Sion, Lal Bahadur Shastri Rd, Chuna Bh.."
SINA,SRINAGAR (JK),NR,"Bagati Kanipora, Srinagar, Jammu and K.."
SINI,SINI JN,SER,"Sini Junction Railway Station, Sini, J.."
SINR,SINOR,WR,"Sinor, Gujarat, India"
SIOB,SAMAKHIALI B G,WR,"Gujarat, India"
SIP,SURAIMANPUR,NER,"Uttar Pradesh, India"
SIPA,SINGHPOKHARIA,SER,"Singhpur, Odisha, India"
SIPI,SAIFAI,NCR,"Saifai, SH 83, Uttar Pradesh 206130, I.."
SIPR,SIHAPAR,NER,"Shapur, Gujarat, India"
SIPT,SIDDIPET,SCR,"Shankar Nagar Lane 2, Siddipet State: .."
SIQ,SARKONI,NR,"Jaunpur, Uttar Pradesh, India"
SIR,SIRHIND JN,NR,"Sirhind, Punjab, India"
SIRA,SIRHI ITARA,NCR,"Sirhi Itara, Uttar Pradesh, India"
SIRD,SIRD,NWR,"Sird, Rajasthan, India"
SISN,SISAUNA,NR,"Govt Inter Collge, Uttarakhand, India"
SIU,SINGUR,ER,"Singur, West Bengal, India"
SIVN,SIVNAR H,ECR,"Sheonar, Bihar 803302, India"
SIW,SHIRRAVDE,CR,"Satara, Maharashtra, India"
SIY,SIRRI,SECR,"Sirri, Chhattisgarh, India"
SIZ,SHRIKHANDA,ER,"Srikhanda, West Bengal 713130, India"
SJA,SIJUA,ECR,"Jharkhand, India"
SJDA,SANJUJA DA AREYAL H,SWR,"Dicarpale, Goa, India"
SJDR,SRI JHADESWAR PH,ECOR,"Jajpur, Odisha, India"
SJER,SANJARPUR H,NER,"Sanjarpur, Uttar Pradesh, India"
SJF,SAJANVAR ROAD,WR,"Amreli, Gujarat, India"
SJGH,SARAI JAGDISH H,NER,"Sarai Mosque, Dasna Gate, Ghaziabad, U.."
SJGM,SANJOY GRAM,NFR,"Kanaila, Bihar 854317, India"
SJHG,SHAHEED JITENDRA HALT,ECR,"Gopalpur, Bihar, India"
SJJ,SANJHA H,ER,"Shampur, Bihar 813107, India"
SJKL,SURJAKAMAL,NFR,"Uttar Dinajpur, West Bengal, India"
SJL,SGM JAGARLAMUDI,SCR,"Garuvu Palem, High School Road, Andhra.."
SJM,SAJUMA,NR,"Sajuma, Punjab, India"
SJMA,SANJAMALA,SCR,"Andhra Pradesh 518134, India"
SJN,SANJAN,WR,"Sanjan, Gujarat, India"
SJNP,SUJANPUR,NR,"Sujanpur, Jammu & Kashmir, India"
SJP,SHUJALPUR,WR,"Shujalpur Railway Station, Shujalpur, .."
SJPA,SUJALPUR P H,SER,"Sujapur, West Bengal, India"
SJPM,SUJATAPURAM H,SWR,"Sankarapuram, Tamil Nadu, India"
SJPR,SURJYAPUR F,ER,"Suriyapur, Baruipur-Kulpi Rd, West Ben.."
SJQ,SURAJPUR ROAD,SECR,"Surguja, Chhattisgarh, India"
SJRR,SAJERPAR,NFR,"Sagarpur, Bihar, India"
SJS,SHAMLAJI ROAD,NWR,"Gadhda Shamlaji Rd, Gujarat, India"
SJSM,SALEMGARHMASANI,NWR,"Hanumangarh, Rajasthan, India"
SJT,SHUJAATPUR,NCR,"Shujaatpur Railway Station, Shujaatpur.."
SJV,SAJHAULI H,ECR,"Sanjhauli Halt, Sanjhauli Railway Stat.."
SJVP,SANJIVAIH PARK,SCR,"Sanjivani Park, Rourkela, Odisha, India"
SK,SAKHUN,NWR,"Sakhun, Rajasthan, India"
SKA,SIKANDRA RAO,NER,"Mahamaya Nagar, Uttar Pradesh, India"
SKAP,S K PARA,NFR,"Para, West Bengal, India"
SKAR,SAKARIYA,WCR,"Birhuli, Madhya Pradesh, India"
SKB,SHIKOHABAD JN,NCR,"Shikohabad Railway Station, MDR 77W, S.."
SKBR,SHANKARPUR BHADAURA,WCR,"Shankarpur, Madhya Pradesh 486669, India"
SKDM,SIKRODA MINA,WCR,"Karauli, Rajasthan, India"
SKEN,SUKHSHENA H,ECR,"Sukhshanti Appartment, 100 ft ring Rd,.."
SKF,SAKHOTI TANDA,NR,"Meerut, Uttar Pradesh, India"
SKG,SAKTIGARH,ER,"Saktigarh, West Bengal, India"
SKGH,SAKTESGARH,NCR,"Uttar Pradesh, India"
SKHK,SUKHASAN KOTHI H,ECR,"Purnia, Bihar, India"
SKHV,SUKHOVI,NFR,"Unnamed Road, Sukhovi, Dist - Dimapur .."
SKI,SAKRI JN,ECR,"State Highway 56, Sakri, Bihar, India"
SKIP,SIKARIPARA,ER,"Ambajora, Jharkhand 816118, India"
SKJ,SAHIBPUR KML JN,ECR,"National Highway 31, Bihar, India"
SKJS,SHRI KRISHNA JANAM ASTHAN,NCR,Antim Kevali Digamber Jain Mandir sri ..
SKK,SIKKAL,SR,"Ponveli, Tamil Nadu, India"
SKKE,SEKERKOTE,NFR,"Sekerkote, Tripura 799130, India"
SKL,SINGAPERUMALKOIL,SR,"Singaperumalkoil, Tamil Nadu, India"
SKLI,SUKLI,SECR,"Sukli, Maharashtra, India"
SKLP,SHANKERPUR H,NER,"Shankerpur, Rajasthan, India"
SKLR,SAKLESHPUR,SWR,"Sakleshpur, Karnataka, India"
SKM,SINGARAYAKONDA,SCR,"Prakasam, Andhra Pradesh, India"
SKN,SRIKRISHN NAGAR,NR,"Uttar Pradesh, India"
SKND,SUKINDA ROAD,ECOR,"Sukinda Road (SKND), State Highway 20,.."
SKNP,SARKANPUR,NCR,"Shyampura, Madhya Pradesh 472115, India"
SKNR,SHAKARNAGAR,SCR,"Shankarnagar, Andhra Pradesh, India"
SKP,SHANKARPALLI,SCR,"Shankarpalli, Andhra Pradesh, India"
SKPA,SHRIKALYANPURA,WCR,"Digod, Rajasthan, India"
SKPI,SIKARPAI,ECOR,"Sikar, Rajasthan, India"
SKPR,SIKKARPUR HALT,SECR,"Shikarpur, Madhya Pradesh 480001, India"
SKPT,SOMANAYAKKANPTI,SWR,"Somanayakkanpti Station, Tamil Nadu, I.."
SKQ,SIKANDARPUR,NCR,"Sikandarpur, Uttar Pradesh, India"
SKR,SAKHPUR,WR,"Porbandar, Gujarat, India"
SKRI,SIKARIA H,ECR,"Bihar, India"
SKS,SALEKASA,SECR,"Salekasa, Maharashtra, India"
SKSO,SIKOSA,SECR,"Sikosa, Chhattisgarh, India"
SKT,SAKTI,SECR,"Sakti Railway Station, Sakti, Chhattis.."
SKTN,SHAKTI NAGAR,ECR,"NH 75, Shakti Nagar, Madhya Pradesh, I.."
SKU,SIKRODA,NCR,"Sikroda, Madhya Pradesh, India"
SKVL,SANKVAL,SWR,"403726, India"
SKW,SHEIKHUPUR,NER,"Sheikhupur, Punjab, India"
SKX,SARKARA,NER,"Sarkara, Uttar Pradesh, India"
SKY,SHIKARA,SECR,"Seoni, Madhya Pradesh, India"
SKZR,SIRPUR KAGAZNGR,SCR,"Sirpur-Kaghaznagar Railway Station, Ka.."
SL,SURATHKAL,KR,"Krishnapura Cross Bus Stop, State High.."
SLB,SALBONI,SER,"Salbani, West Bengal, India"
SLBN,SALAI BANWA,ECR,"Panari, Uttar Pradesh, India"
SLD,SAKALDIHA,ECR,"Chandauli, Uttar Pradesh, India"
SLF,SILLI,SER,"Silli, Jharkhand, India"
SLG,SIMLAGARH,ER,"Simlagarh, West Bengal, India"
SLGE,SULERJAVALGE,SWR,"Sulerjavalge, Maharashtra, India"
SLGH,SHELGOAN H,SCR,"Nanded, Maharashtra, India"
SLGR,SIMALUGURI JN,NFR,"Simaluguri, Assam, India"
SLH,SILIARI,SECR,"Pathari - Boharhi, Chhattisgarh, India"
SLHA,SALHANA,WCR,"Madhya Pradesh, India"
SLHI,SHILHAURI HALT,NER,"Marhaura - Nethua Road, Lerua, Bihar 8.."
SLHP,SULAH HMCHL PDH,NR,"Sulah Himachal Pradesh, Himachal Prade.."
SLI,SANGLI,CR,"Sangli, Maharashtra, India"
SLIA,SALAIA,ECR,"Koritola, Pachamba, Giridih, Jharkhand.."
SLJ,SAKRIGALI JN,ER,"816115, India"
SLJR,SALGAJHARI,SER,"Salgajhari, Parsudih, Jamshedpur, Jhar.."
SLKN,SANDAL KALAN,NR,"National Highway 1, Larsouli, Haryana,.."
SLKR,SALKAROAD,SECR,"Bilaspur, Chhattisgarh, India"
SLKX,SALAKATI,NFR,"Salakati, Assam, India"
SLM,SOMALAPURAM,SWR,"Andhra Pradesh, India"
SLN,SULTANPUR,NR,"Sultanpur Railway Station, Sultanpur, .."
SLNA,SALAUNA,ECR,"Salauna, Bihar 848201, India"
SLNG,SULTANPUR GRAM,ECR,
SLNK,TAJ SULTANPUR,CR,"Taj Sultanpur, Karnataka 585104, India"
SLO,SAMALKOT JN,SCR,"Nimmathota, Samarlakota, Andhra Prades.."
SLON,SALONA,NFR,"Salona Assam, Salona, Assam 782101"
SLOR,SELOO ROAD,CR,"Seloo Rd, Maharashtra, India"
SLP,SALPA,CR,"Salpare Pl, Indio, CA 92203, USA"
SLR,SALOGRA,NR,"Salogra, Himachal Pradesh, India"
SLRA,SARLA ROAD,ECOR,"Pardhiapali, Odisha, India"
SLRD,SURLA ROAD,ECOR,"Surla Road Station, Andhra Pradesh, In.."
SLRP,SALARPUR,NR,"Salarpur, Uttar Pradesh, India"
SLS,SALANPUR,ER,"Bardhaman, West Bengal, India"
SLT,SILAUT,ECR,"Silaut Railway Station, 1, Silaut, Bih.."
SLTH,SILLAKKUDI,SR,"Sillakkudi, Tamil Nadu, India"
SLU,SASALU,SWR,"Sasalu, Karnataka, India"
SLV,SANDALPUR,NCR,"Badori, Madhya Pradesh 475001, India"
SLW,SOHWAL,NR,"Sohawal, Uttar Pradesh, India"
SLWR,SILAWAR,NR,"Silawar, Uttar Pradesh 247776, India"
SLX,SELENGHAT,NFR,"Baisahabi Grant, Assam 785636, India"
SLY,SAMALPATTI,SR,"Samalpatti, Tamil Nadu, India"
SLZ,SOLARI,ECOR,"Solari Hill, Odisha"
SM,SAMSI,NFR,"Samsi, West Bengal, India"
SMAE,SAMUDRAGARH,ER,"State Highway 6, Samudragarh, West Ben.."
SMAP,SHAMNAPUR,SCR,"Shamnapur, Dist. - Medak State: Telang.."
SMBH,SALIMPUR BIHAR,ECR,"Salimpur Station Rd, Salimpur, Bihar 8.."
SMBL,SIMBHOOLI,NR,"Uttar Pradesh, India"
SMBR,SUMBER,NR,"Sumber, District Ramban 182144"
SMBX,SAMBA,NR,Samba
SMC,SAMNAPUR,SECR,"Chota Bada, Samnapur, Madhya Pradesh 4.."
SMCK,SHYAM CHAK,SER,"National Highway 6, West Bengal, India"
SMCP,SIMEN CHAPARI,NFR,"Simen Chapori, Assam, India"
SMD,CHARANMAHADEVI,SR,"Railway Station road, Cheranmahadevi, .."
SMDM,SAMUDRAM,SR,"Ambasamudram, Tamil Nadu, India"
SMDP,SHAHABAD MUHAMMADPUR H,NR,"Shahabad Muhammadpur, Dwarka, New Delh.."
SMDT,SEMMANDAPPATTI,SWR,"Oddappatti, Tamil Nadu, India"
SME,SHIMOGA,SWR,"Shimoga, Karnataka, India"
SMET,SHIMOGA TOWN,SWR,"Shimoga Railway Station, Shimoga, Karn.."
SMF,SAMAR GOPALPUR,NR,"Samar Gopalpur, Haryana, India"
SMGR,SAMAGURI,NFR,"Samaguri, Assam, India"
SMH,SIMRAHA,NFR,"Simraha, Bihar, India"
SMI,SITAMARHI,ECR,"Main Road, Sitamarhi, Bihar, India"
SMK,SAMALKHA,NR,"Samalkha Railway Station, Samalkha, Ha.."
SMKR,SHAM KAURIA F,NER,"Goha Rd, Gohan, Bihar 841418, India"
SMKT,SOMAN KATTI,SWR,"Unnamed Road, Karnataka 582209, India"
SML,SHIMLA,NR,"Shimla, Himachal Pradesh, India"
SMLA,SAMLAYA JN,WR,"Samlaya Jn, State Highway 63, Gujarat,.."
SMLG,SHIMILIAGUDA,ECOR,"Semiliguda, Odisha, India"
SMLT,SAMLOTI,NR,"Samloti Railway Station, National High.."
SMM,SALIYAMANGALAM,SR,"Sathyamangalam, Tamil Nadu, India"
SMND,SARMATANR,ECR,"Jharkhand 825109, India"
SMNE,SOMTANE,CR,"Maharashtra 410221, India"
SMNH,SOMNATH,WR,"Somnath, Gujarat, India"
SMNN,SHRI MAKRI NATH NAGAR,NWR,"Rajasthan, India"
SMO,SEMAPUR,ECR,"Semapur Railway Station, Semapur, Biha.."
SMP,SHAMBHUPURA,WR,"Shambhupura, Rajasthan, India"
SMPA,SHYAMPURI,WCR,"Shyampur, West Bengal, India"
SMPR,SHRI MADHOPUR,NWR,"Sri Madhopur, Rajasthan, India"
SMQL,SHAMLI,NR,"Shamli, Uttar Pradesh, India"
SMR,SAMDHARI JN,NWR,"Barmer, Rajasthan, India"
SMRL,SAMARALA,NR,"NH1 - Samrala Rd, Punjab 141114, India"
SMRR,SUMRERI,WCR,"Sagar, Madhya Pradesh, India"
SMSR,SAMASWARA,SECR,"Someshwara Wildlife Sanctuary, Karnata.."
SMT,SALAMATPUR,WCR,"Salamatpur, Punjab, India"
SMTA,SAMUKTALA ROAD,NFR,"Samuktala Rd, Uttar Majid Khana, West .."
SMTG,SAHID MATANGINI,SER,"East Medinipur, West Bengal, India"
SMTL,SIMARIATAL,NCR,"Gwalior, Madhya Pradesh, India"
SMU,SAMBHU,NR,"Sambhu Chatterjee St, Baithakkhana, Ko.."
SMV,SUMAOLI,NCR,"Sumaoli, Madhya Pradesh, India"
SMVB,SMVT BENGALURU,SWR,"Baiyappanahalli Rd, Sathya Nagar, Benn.."
SMVJ,SHRI MAHAVEERJI,WCR,"Karauli, Rajasthan, India"
SMWA,SOMESHWARA,SWR,"Someshwara Wildlife Sanctuary, Karnata.."
SMX,SIMURALI,ER,"Simurali, 47-T Rail Gate, Chakdaha, We.."
SMZ,SARAI MIR,NER,"Sarai Mir, Uttar Pradesh, India"
SN,SUKNA,NFR,"4009, Na San, Ban Na San, Surat Thani .."
SNA,SADANAPURA,WR,"Sadhnapuri, Patna, Bihar, India"
SNAD,SANIYAD,WR,"Saniyad, Gujarat, India"
SNAP,SONA ARJUNPUR,NR,"Sona Arjunpur, Uttar Pradesh, India"
SNAR,SRINAGAR,WCR,"Rajasthan, India"
SNB,SATNAUR BADESRON,NR,"Punjab 144528, India"
SNBD,SUNDERABAD,WR,"Secunderabad, Andhra Pradesh, India"
SNBR,SONUABARY,NFR,"Chunuabari Pathar, Assam, India"
SNC,S NARAYAN CHPLA,NER,"Maskanwa, Uttar Pradesh, India"
SNCA,SINGRA,NFR,"Singra, Assam, India"
SNCR,SANPADA,CR,"Sanpada, Navi Mumbai, Maharashtra, India"
SND,SONDIMRA,SER,"829110, India"
SNDD,SINDHUDURG,KR,"Sindhudurg Railway Station, Oros, Maha.."
SNDI,SENDURAI,SR,"Madurai, Tamil Nadu, India"
SNDT,SINDRI TOWN,ECR,"Sindri, Jharkhand, India"
SNDY,SANDAI H,NER,"Sandiya, Madhya Pradesh, India"
SNE,SHENOLI,CR,"Shenoli Station, Maharashtra, India"
SNF,SANAT NAGAR,SCR,"Sanath Nagar, Hyderabad, Andhra Prades.."
SNGN,SANGANER,NWR,"State Highway 12, Sanganer, Jaipur, Ra.."
SNGP,SINGHPUR,SECR,"Shahdol, Madhya Pradesh, India"
SNGR,SANGANAPUR,SCR,"Singapur, Karnataka, India"
SNH,SAUNSHI,SWR,"Saunshi, Karnataka, India"
SNHR,SANKHARI,WR,"Patan, Gujarat, India"
SNHT,SANHATI H,ER,"Sanhati, West Bengal, India"
SNI,SINDI,CR,"Sindi, Maharashtra, India"
SNIE,SATH NARAINI,NCR,"Narayani, Jharkhand, India"
SNK,SINDKHEDA,WR,"Sindkheda, Maharashtra, India"
SNKB,SONKHAMB,CR,"Nagpur, Maharashtra, India"
SNKE,SUNEHTI KHARKHARI H,NR,"Saharanpur, Uttar Pradesh, India"
SNKG,SANKARA GUMMANUR H,SCR,"Gummanur, Andhra Pradesh, India"
SNKL,SANKARANKOVIL,SR,"Sankarankovil, Tamil Nadu, India"
SNKR,SANKA,SER,"Sanka, West Bengal 723121, India"
SNKX,SANKRA H,SECR,"NH30, Sankra, Chhattisgarh 493770, India"
SNL,SANAHWAL,NR,"Ludhiana, Punjab 141016, India"
SNLR,SANTALPUR,WR,"Santalpur, Gujarat, India"
SNM,SITANAGARAM,ECOR,"Vizianagaram, Andhra Pradesh, India"
SNMY,SINDRI MARSHALLING YARD,ECR,"Jharkhand 828120, India"
SNN,SONEGAON,CR,"Wardha, Maharashtra, India"
SNNR,SINDHANUR,SWR,"Sindhanur, Karnataka 584128, India"
SNO,SOMANUR,SR,"Coimbatore, Tamil Nadu, India"
SNP,SONIPAT JN,NR,"Sonepat Railway Station, Sonepat, Hary.."
SNPH,SHANKAPUR H,SCR,"Shankapur Rd, Telangana 502248, India"
SNPR,SINGARPUR,NCR,"Singarpur, Odisha, India"
SNPU,SONEPUR,ECOR,"Sonepur, Odisha 767017, India"
SNQ,SANKARPUR,ER,"Sankarpur Rd, Jharkhand 814152, India"
SNR,SHYAMNAGAR,ER,"Shyamnagar, West Bengal, India"
SNRA,SANWARA H,NER,"Sawara, Punjab, India"
SNRD,SANDHURST ROAD,CR,"Standard Road Railway Station, Dongri,.."
SNRP,SONIPUR RUPAL H,WR,"Gandhinagar, Gujarat, India"
SNRR,SANSARPUR,WCR,"Madhya Pradesh, India"
SNS,SASNI,NCR,"Sasni, Uttar Pradesh, India"
SNSI,SAINAGAR SHIRDI,CR,"Nighoj, Maharashtra, India"
SNSL,SONSHELU,WR,"Dhule, Maharashtra, India"
SNSN,SONASAN,WR,"Sonasan, Gujarat, India"
SNT,SAINTHIA,ER,"Grand Trunk Rd, Sainthia, West Bengal,.."
SNTD,SANTALDIH,SER,"Santaldih, West Bengal, India"
SNTH,SONTHALIYA,NWR,"Sikar, Rajasthan, India"
SNU,SANGRAMPUR,ER,"Sangrampur, Maharashtra, India"
SNV,SONDAD,SECR,"Gondia, Maharashtra, India"
SNVR,SANVATSAR,CR,"Vari, Maharashtra, India"
SNX,SANEH ROAD,NR,"Bijnor, Uttar Pradesh, India"
SNYN,SONIYANA,NWR,"Rajasthan 312901, India"
SNZ,SHERGANJ H,NER,"SherGanj, Satna, Madhya Pradesh, India"
